"x","y","text","color"
"1.4816874772210509","0.8771592048713507","x: 1.48<br>y: 0.88<br>z: 29","29.0"
"1.4816874772210509","1.309745752581008","x: 1.48<br>y: 1.31<br>z: 22","22.0"
"1.4816874772210509","1.7423323002906652","x: 1.48<br>y: 1.74<br>z: 16","16.0"
"1.4816874772210509","2.1749188480003223","x: 1.48<br>y: 2.17<br>z: 5","5.0"
"1.4816874772210509","2.607505395709979","x: 1.48<br>y: 2.61<br>z: 1","1.0"
"1.6298645830254943","-0.4206004382576207","x: 1.63<br>y: -0.42<br>z: 3","3.0"
"1.6298645830254943","0.01198610945203637","x: 1.63<br>y: 0.01<br>z: 5","5.0"
"1.6298645830254943","0.4445726571616937","x: 1.63<br>y: 0.44<br>z: 24","24.0"
"1.6298645830254943","0.8771592048713507","x: 1.63<br>y: 0.88<br>z: 22","22.0"
"1.6298645830254943","1.309745752581008","x: 1.63<br>y: 1.31<br>z: 13","13.0"
"1.6298645830254943","1.7423323002906652","x: 1.63<br>y: 1.74<br>z: 7","7.0"
"1.6298645830254943","2.1749188480003223","x: 1.63<br>y: 2.17<br>z: 2","2.0"
"1.7780416888299382","-0.8531869859672779","x: 1.78<br>y: -0.85<br>z: 1","1.0"
"1.7780416888299382","-0.4206004382576207","x: 1.78<br>y: -0.42<br>z: 3","3.0"
"1.7780416888299382","0.01198610945203637","x: 1.78<br>y: 0.01<br>z: 6","6.0"
"1.7780416888299382","0.4445726571616937","x: 1.78<br>y: 0.44<br>z: 8","8.0"
"1.7780416888299382","0.8771592048713507","x: 1.78<br>y: 0.88<br>z: 12","12.0"
"1.7780416888299382","1.309745752581008","x: 1.78<br>y: 1.31<br>z: 8","8.0"
"1.7780416888299382","2.1749188480003223","x: 1.78<br>y: 2.17<br>z: 1","1.0"
"1.9262187946343818","0.01198610945203637","x: 1.93<br>y: 0.01<br>z: 5","5.0"
"1.9262187946343818","0.4445726571616937","x: 1.93<br>y: 0.44<br>z: 7","7.0"
"1.9262187946343818","0.8771592048713507","x: 1.93<br>y: 0.88<br>z: 4","4.0"
"1.9262187946343818","1.309745752581008","x: 1.93<br>y: 1.31<br>z: 1","1.0"
"2.0743959004388253","0.01198610945203637","x: 2.07<br>y: 0.01<br>z: 3","3.0"
"2.0743959004388253","0.4445726571616937","x: 2.07<br>y: 0.44<br>z: 2","2.0"
"2.0743959004388253","0.8771592048713507","x: 2.07<br>y: 0.88<br>z: 3","3.0"
"2.2225730062432696","-0.4206004382576207","x: 2.22<br>y: -0.42<br>z: 1","1.0"
"2.2225730062432696","0.4445726571616937","x: 2.22<br>y: 0.44<br>z: 2","2.0"
"2.518927217852156","0.01198610945203637","x: 2.52<br>y: 0.01<br>z: 1","1.0"
"2.518927217852156","0.8771592048713507","x: 2.52<br>y: 0.88<br>z: 1","1.0"
